SSA,STATE,COUNTY,FIPS
17350,KS,Greeley County,20071
17360,KS,Greenwood County,20073
17370,KS,Hamilton County,20075
17380,KS,Harper County,20077
17390,KS,Harvey County,20079
17391,KS,Haskell County,20081
17410,KS,Hodgeman County,20083
17420,KS,Jackson County,20085
17430,KS,Jefferson County,20087
17440,KS,Jewell County,20089
17450,KS,Johnson County,20091
17451,KS,Kearny County,20093
17470,KS,Kingman County,20095
17480,KS,Kiowa County,20097
17490,KS,Labette County,20099
17500,KS,Lane County,20101
17510,KS,Leavenworth County,20103
17520,KS,Lincoln County,20105
17530,KS,Linn County,20107
17540,KS,Logan County,20109
17550,KS,Lyon County,20111
17560,KS,McPherson County,20113
17570,KS,Marion County,20115
17580,KS,Marshall County,20117
17590,KS,Meade County,20119
17600,KS,Miami County,20121
17610,KS,Mitchell County,20123
17620,KS,Montgomery County,20125
17630,KS,Morris County,20127
17640,KS,Morton County,20129
17650,KS,Nemaha County,20131
17660,KS,Neosho County,20133
17670,KS,Ness County,20135
17680,KS,Norton County,20137
17690,KS,Osage County,20139
17700,KS,Osborne County,20141
17710,KS,Ottawa County,20143
17720,KS,Pawnee County,20145
17730,KS,Phillips County,20147
17740,KS,Pottawatomie County,20149
17750,KS,Pratt County,20151
17760,KS,Rawlins County,20153
17770,KS,Reno County,20155
17780,KS,Republic County,20157
17790,KS,Rice County,20159
17800,KS,Riley County,20161
17810,KS,Rooks County,20163
17820,KS,Rush County,20165
17830,KS,Russell County,20167
17840,KS,Saline County,20169
17841,KS,Scott County,20171
17860,KS,Sedgwick County,20173
17870,KS,Seward County,20175
17880,KS,Shawnee County,20177
17890,KS,Sheridan County,20179
17900,KS,Sherman County,20181
17910,KS,Smith County,20183
17920,KS,Stafford County,20185
17921,KS,Stanton County,20187
17940,KS,Stevens County,20189
17950,KS,Sumner County,20191
17960,KS,Thomas County,20193
17970,KS,Trego County,20195
17980,KS,Wabaunsee County,20197
17981,KS,Wallace County,20199
17982,KS,Washington County,20201
17983,KS,Wichita County,20203
17984,KS,Wilson County,20205
17985,KS,Woodson County,20207
17986,KS,Wyandotte County,20209
18000,KY,Adair County,21001
18010,KY,Allen County,21003
18020,KY,Anderson County,21005
18030,KY,Ballard County,21007
18040,KY,Barren County,21009
18050,KY,Bath County,21011
18060,KY,Bell County,21013
18070,KY,Boone County,21015
18080,KY,Bourbon County,21017
18090,KY,Boyd County,21019
18100,KY,Boyle County,21021
18110,KY,Bracken County,21023
18120,KY,Breathitt County,21025
18130,KY,Breckinridge County,21027
18140,KY,Bullitt County,21029
18150,KY,Butler County,21031
18160,KY,Caldwell County,21033
18170,KY,Calloway County,21035
18180,KY,Campbell County,21037
18190,KY,Carlisle County,21039
18191,KY,Carroll County,21041
18210,KY,Carter County,21043
18220,KY,Casey County,21045
18230,KY,Christian County,21047
18240,KY,Clark County,21049
18250,KY,Clay County,21051
18260,KY,Clinton County,21053
18270,KY,Crittenden County,21055
18271,KY,Cumberland County,21057
18290,KY,Daviess County,21059
18291,KY,Edmonson County,21061
18310,KY,Elliott County,21063
18320,KY,Estill County,21065
18330,KY,Fayette County,21067
18340,KY,Fleming County,21069
18350,KY,Floyd County,21071
18360,KY,Franklin County,21073
18361,KY,Fulton County,21075
18362,KY,Gallatin County,21077
18390,KY,Garrard County,21079
18400,KY,Grant County,21081
18410,KY,Graves County,21083
18420,KY,Grayson County,21085
18421,KY,Green County,21087
18440,KY,Greenup County,21089
18450,KY,Hancock County,21091
18460,KY,Hardin County,21093
18470,KY,Harlan County,21095
18480,KY,Harrison County,21097
18490,KY,Hart County,21099
18500,KY,Henderson County,21101
18510,KY,Henry County,21103
18511,KY,Hickman County,21105
18530,KY,Hopkins County,21107
18540,KY,Jackson County,21109
18550,KY,Jefferson County,21111
18560,KY,Jessamine County,21113
18570,KY,Johnson County,21115
18580,KY,Kenton County,21117
18590,KY,Knott County,21119
18600,KY,Knox County,21121
18610,KY,Larue County,21123
18620,KY,Laurel County,21125
18630,KY,Lawrence County,21127
18640,KY,Lee County,21129
18650,KY,Leslie County,21131
18660,KY,Letcher County,21133
18670,KY,Lewis County,21135
18680,KY,Lincoln County,21137
18690,KY,Livingston County,21139
18700,KY,Logan County,21141
18710,KY,Lyon County,21143
18720,KY,McCracken County,21145
18730,KY,McCreary County,21147
18740,KY,McLean County,21149
18750,KY,Madison County,21151
18760,KY,Magoffin County,21153
18770,KY,Marion County,21155
18780,KY,Marshall County,21157
18790,KY,Martin County,21159
18800,KY,Mason County,21161
18801,KY,Meade County,21163
18802,KY,Menifee County,21165
18830,KY,Mercer County,21167
18831,KY,Metcalfe County,21169
18850,KY,Monroe County,21171
18860,KY,Montgomery County,21173
18861,KY,Morgan County,21175
18880,KY,Muhlenberg County,21177
18890,KY,Nelson County,21179
18900,KY,Nicholas County,21181
18910,KY,Ohio County,21183
18920,KY,Oldham County,21185
18930,KY,Owen County,21187
18931,KY,Owsley County,21189
18932,KY,Pendleton County,21191
18960,KY,Perry County,21193
18970,KY,Pike County,21195
18971,KY,Powell County,21197
18972,KY,Pulaski County,21199
18973,KY,Robertson County,21201
18974,KY,Rockcastle County,21203
18975,KY,Rowan County,21205
18976,KY,Russell County,21207
18977,KY,Scott County,21209
18978,KY,Shelby County,21211
18979,KY,Simpson County,21213
18980,KY,Spencer County,21215
18981,KY,Taylor County,21217
18982,KY,Todd County,21219
18983,KY,Trigg County,21221
18984,KY,Trimble County,21223
18985,KY,Union County,21225
18986,KY,Warren County,21227
18987,KY,Washington County,21229
18988,KY,Wayne County,21231
18989,KY,Webster County,21233
18990,KY,Whitley County,21235
18991,KY,Wolfe County,21237
18992,KY,Woodford County,21239
19000,LA,Acadia Parish,22001
19010,LA,Allen Parish,22003
19020,LA,Ascension Parish,22005
19030,LA,Assumption Parish,22007
19040,LA,Avoyelles Parish,22009
19050,LA,Beauregard Parish,22011
19060,LA,Bienville Parish,22013
19070,LA,Bossier Parish,22015
19080,LA,Caddo Parish,22017
19090,LA,Calcasieu Parish,22019
19100,LA,Caldwell Parish,22021
19110,LA,Cameron Parish,22023
19120,LA,Catahoula Parish,22025
19130,LA,Claiborne Parish,22027
19140,LA,Concordia Parish,22029
19150,LA,De Soto Parish,22031
19160,LA,East Baton Rouge Parish,22033
19170,LA,East Carroll Parish,22035
19180,LA,East Feliciana Parish,22037
19190,LA,Evangeline Parish,22039
19200,LA,Franklin Parish,22041
19210,LA,Grant Parish,22043
19220,LA,Iberia Parish,22045
19230,LA,Iberville Parish,22047
19240,LA,Jackson Parish,22049
19250,LA,Jefferson Parish,22051
19260,LA,Jefferson Davis Parish,22053
19270,LA,Lafayette Parish,22055
19280,LA,Lafourche Parish,22057
19290,LA,La Salle Parish,22059
19300,LA,Lincoln Parish,22061
19310,LA,Livingston Parish,22063
19320,LA,Madison Parish,22065
19330,LA,Morehouse Parish,22067
19340,LA,Natchitoches Parish,22069
19350,LA,Orleans Parish,22071
19360,LA,Ouachita Parish,22073
19370,LA,Plaquemines Parish,22075
19380,LA,Pointe Coupee Parish,22077
19390,LA,Rapides Parish,22079
19400,LA,Red River Parish,22081
19410,LA,Richland Parish,22083
19420,LA,Sabine Parish,22085
19430,LA,St. Bernard Parish,22087
19440,LA,St. Charles Parish,22089
19450,LA,St. Helena Parish,22091
19460,LA,St. James Parish,22093
19470,LA,St. John the Baptist Parish,22095
19480,LA,St. Landry Parish,22097
19490,LA,St. Martin Parish,22099
19500,LA,St. Mary Parish,22101
19510,LA,St. Tammany Parish,22103
19520,LA,Tangipahoa Parish,22105
19530,LA,Tensas Parish,22107
19540,LA,Terrebonne Parish,22109
19550,LA,Union Parish,22111
19560,LA,Vermilion Parish,22113
19570,LA,Vernon Parish,22115
19580,LA,Washington Parish,22117
19590,LA,Webster Parish,22119
19600,LA,West Baton Rouge Parish,22121
19610,LA,West Carroll Parish,22123
19620,LA,West Feliciana Parish,22125
19630,LA,Winn Parish,22127
20000,ME,Androscoggin County,23001
20010,ME,Aroostook County,23003
20020,ME,Cumberland County,23005
20030,ME,Franklin County,23007
20040,ME,Hancock County,23009
20050,ME,Kennebec County,23011
20060,ME,Knox County,23013
20070,ME,Lincoln County,23015
20080,ME,Oxford County,23017
20090,ME,Penobscot County,23019
20100,ME,Piscataquis County,23021
20110,ME,Sagadahoc County,23023
20120,ME,Somerset County,23025
20130,ME,Waldo County,23027
20140,ME,Washington County,23029
20150,ME,York County,23031
21000,MD,Allegany County,24001
21010,MD,Anne Arundel County,24003
21020,MD,Baltimore County,24005
21040,MD,Calvert County,24009
21050,MD,Caroline County,24011
21060,MD,Carroll County,24013
21070,MD,Cecil County,24015
21080,MD,Charles County,24017
21090,MD,Dorchester County,24019
21100,MD,Frederick County,24021
21110,MD,Garrett County,24023
21120,MD,Harford County,24025
21130,MD,Howard County,24027
21140,MD,Kent County,24029
21150,MD,Montgomery County,24031
21160,MD,Prince George's County,24033
21170,MD,Queen Anne's County,24035
21180,MD,St. Mary's County,24037
21190,MD,Somerset County,24039
21200,MD,Talbot County,24041
21210,MD,Washington County,24043
21220,MD,Wicomico County,24045
21230,MD,Worcester County,24047
21030,MD,Baltimore city,24510
22000,MA,Barnstable County,25001
22010,MA,Berkshire County,25003
22020,MA,Bristol County,25005
22030,MA,Dukes County,25007
22040,MA,Essex County,25009
22060,MA,Franklin County,25011
22070,MA,Hampden County,25013
22080,MA,Hampshire County,25015
22090,MA,Middlesex County,25017
22120,MA,Nantucket County,25019
22130,MA,Norfolk County,25021
22150,MA,Plymouth County,25023
22160,MA,Suffolk County,25025
22170,MA,Worcester County,25027
23000,MI,Alcona County,26001
23010,MI,Alger County,26003
23020,MI,Allegan County,26005
23030,MI,Alpena County,26007
23040,MI,Antrim County,26009
23050,MI,Arenac County,26011
23060,MI,Baraga County,26013
23070,MI,Barry County,26015
23080,MI,Bay County,26017
23090,MI,Benzie County,26019
23100,MI,Berrien County,26021
23110,MI,Branch County,26023
23120,MI,Calhoun County,26025
23130,MI,Cass County,26027
23140,MI,Charlevoix County,26029
23150,MI,Cheboygan County,26031
23160,MI,Chippewa County,26033
23170,MI,Clare County,26035
23180,MI,Clinton County,26037
23190,MI,Crawford County,26039
23200,MI,Delta County,26041
23210,MI,Dickinson County,26043
23220,MI,Eaton County,26045
23230,MI,Emmet County,26047
23240,MI,Genesee County,26049
23250,MI,Gladwin County,26051
23260,MI,Gogebic County,26053
23270,MI,Grand Traverse County,26055
23280,MI,Gratiot County,26057
23290,MI,Hillsdale County,26059
23300,MI,Houghton County,26061
23310,MI,Huron County,26063
23320,MI,Ingham County,26065
23330,MI,Ionia County,26067
23340,MI,Iosco County,26069
23350,MI,Iron County,26071
23360,MI,Isabella County,26073
23370,MI,Jackson County,26075
23380,MI,Kalamazoo County,26077
23390,MI,Kalkaska County,26079
23400,MI,Kent County,26081
23410,MI,Keweenaw County,26083
23420,MI,Lake County,26085
23430,MI,Lapeer County,26087
23440,MI,Leelanau County,26089
23450,MI,Lenawee County,26091
23460,MI,Livingston County,26093
23470,MI,Luce County,26095
23480,MI,Mackinac County,26097
23490,MI,Macomb County,26099
23500,MI,Manistee County,26101
23510,MI,Marquette County,26103
23520,MI,Mason County,26105
23530,MI,Mecosta County,26107
23540,MI,Menominee County,26109
23550,MI,Midland County,26111
23560,MI,Missaukee County,26113
23570,MI,Monroe County,26115
23580,MI,Montcalm County,26117
23590,MI,Montmorency County,26119
23600,MI,Muskegon County,26121
23610,MI,Newaygo County,26123
23620,MI,Oakland County,26125
23630,MI,Oceana County,26127
23640,MI,Ogemaw County,26129
23650,MI,Ontonagon County,26131
23660,MI,Osceola County,26133
23670,MI,Oscoda County,26135
23680,MI,Otsego County,26137
23690,MI,Ottawa County,26139
23700,MI,Presque Isle County,26141
23710,MI,Roscommon County,26143
23720,MI,Saginaw County,26145
23730,MI,St. Clair County,26147
23740,MI,St. Joseph County,26149
23750,MI,Sanilac County,26151
23760,MI,Schoolcraft County,26153
23770,MI,Shiawassee County,26155
23780,MI,Tuscola County,26157
23790,MI,Van Buren County,26159
23800,MI,Washtenaw County,26161
23810,MI,Wayne County,26163
23830,MI,Wexford County,26165
24000,MN,Aitkin County,27001
24010,MN,Anoka County,27003
24020,MN,Becker County,27005
24030,MN,Beltrami County,27007
24040,MN,Benton County,27009
24050,MN,Big Stone County,27011
24060,MN,Blue Earth County,27013
24070,MN,Brown County,27015
24080,MN,Carlton County,27017
24090,MN,Carver County,27019
24100,MN,Cass County,27021
24110,MN,Chippewa County,27023
24120,MN,Chisago County,27025
24130,MN,Clay County,27027
24140,MN,Clearwater County,27029
24150,MN,Cook County,27031
24160,MN,Cottonwood County,27033
24170,MN,Crow Wing County,27035
24180,MN,Dakota County,27037
24190,MN,Dodge County,27039
24200,MN,Douglas County,27041
24210,MN,Faribault County,27043
24220,MN,Fillmore County,27045
24230,MN,Freeborn County,27047
24240,MN,Goodhue County,27049
24250,MN,Grant County,27051
24260,MN,Hennepin County,27053
24270,MN,Houston County,27055
24280,MN,Hubbard County,27057
24290,MN,Isanti County,27059
24300,MN,Itasca County,27061
24310,MN,Jackson County,27063
24320,MN,Kanabec County,27065
24330,MN,Kandiyohi County,27067
24340,MN,Kittson County,27069
24350,MN,Koochiching County,27071
24360,MN,Lac qui Parle County,27073
24370,MN,Lake County,27075
24380,MN,Lake of the Woods County,27077
24390,MN,Le Sueur County,27079
24400,MN,Lincoln County,27081
24410,MN,Lyon County,27083
24420,MN,McLeod County,27085
24430,MN,Mahnomen County,27087
24440,MN,Marshall County,27089
24450,MN,Martin County,27091
24460,MN,Meeker County,27093
24470,MN,Mille Lacs County,27095
24480,MN,Morrison County,27097
24490,MN,Mower County,27099
24500,MN,Murray County,27101
24510,MN,Nicollet County,27103
24520,MN,Nobles County,27105
24530,MN,Norman County,27107
24540,MN,Olmsted County,27109
24550,MN,Otter Tail County,27111
24560,MN,Pennington County,27113
24570,MN,Pine County,27115
24580,MN,Pipestone County,27117
24590,MN,Polk County,27119
24600,MN,Pope County,27121
24610,MN,Ramsey County,27123
24620,MN,Red Lake County,27125
24630,MN,Redwood County,27127
24640,MN,Renville County,27129
24650,MN,Rice County,27131
24660,MN,Rock County,27133
24670,MN,Roseau County,27135
24680,MN,St. Louis County,27137
24690,MN,Scott County,27139
24700,MN,Sherburne County,27141
24710,MN,Sibley County,27143
24720,MN,Stearns County,27145
24730,MN,Steele County,27147
24740,MN,Stevens County,27149
24750,MN,Swift County,27151
24760,MN,Todd County,27153
24770,MN,Traverse County,27155
24780,MN,Wabasha County,27157
24790,MN,Wadena County,27159
24800,MN,Waseca County,27161
24810,MN,Washington County,27163
24820,MN,Watonwan County,27165
24830,MN,Wilkin County,27167
24840,MN,Winona County,27169
24850,MN,Wright County,27171
24860,MN,Yellow Medicine County,27173
25000,MS,Adams County,28001
25010,MS,Alcorn County,28003
25020,MS,Amite County,28005
25030,MS,Attala County,28007
25040,MS,Benton County,28009
25050,MS,Bolivar County,28011
25060,MS,Calhoun County,28013
25070,MS,Carroll County,28015
25080,MS,Chickasaw County,28017
25090,MS,Choctaw County,28019
25100,MS,Claiborne County,28021
25110,MS,Clarke County,28023
25120,MS,Clay County,28025
25130,MS,Coahoma County,28027
25140,MS,Copiah County,28029
25150,MS,Covington County,28031
25160,MS,DeSoto County,28033
25170,MS,Forrest County,28035
25180,MS,Franklin County,28037
25190,MS,George County,28039
25200,MS,Greene County,28041
25210,MS,Grenada County,28043
25220,MS,Hancock County,28045
25230,MS,Harrison County,28047
25240,MS,Hinds County,28049
25250,MS,Holmes County,28051
25260,MS,Humphreys County,28053
25270,MS,Issaquena County,28055
25280,MS,Itawamba County,28057
25290,MS,Jackson County,28059
25300,MS,Jasper County,28061
25310,MS,Jefferson County,28063
25320,MS,Jefferson Davis County,28065
25330,MS,Jones County,28067
25340,MS,Kemper County,28069
25350,MS,Lafayette County,28071
25360,MS,Lamar County,28073
25370,MS,Lauderdale County,28075
25380,MS,Lawrence County,28077
25390,MS,Leake County,28079
25400,MS,Lee County,28081
25410,MS,Leflore County,28083
25420,MS,Lincoln County,28085
25430,MS,Lowndes County,28087
25440,MS,Madison County,28089
25450,MS,Marion County,28091
25460,MS,Marshall County,28093
25470,MS,Monroe County,28095
25480,MS,Montgomery County,28097
25490,MS,Neshoba County,28099
25500,MS,Newton County,28101
25510,MS,Noxubee County,28103
25520,MS,Oktibbeha County,28105
25530,MS,Panola County,28107
25540,MS,Pearl River County,28109
25550,MS,Perry County,28111
25560,MS,Pike County,28113
25570,MS,Pontotoc County,28115
25580,MS,Prentiss County,28117
25590,MS,Quitman County,28119
25600,MS,Rankin County,28121
25610,MS,Scott County,28123
25620,MS,Sharkey County,28125
25630,MS,Simpson County,28127
25640,MS,Smith County,28129
25650,MS,Stone County,28131
25660,MS,Sunflower County,28133
25670,MS,Tallahatchie County,28135
25680,MS,Tate County,28137
25690,MS,Tippah County,28139
25700,MS,Tishomingo County,28141
25710,MS,Tunica County,28143
25720,MS,Union County,28145
25730,MS,Walthall County,28147
25740,MS,Warren County,28149
25750,MS,Washington County,28151
25760,MS,Wayne County,28153
25770,MS,Webster County,28155
25780,MS,Wilkinson County,28157
25790,MS,Winston County,28159
25800,MS,Yalobusha County,28161
25810,MS,Yazoo County,28163
26000,MO,Adair County,29001
26010,MO,Andrew County,29003
26020,MO,Atchison County,29005
26030,MO,Audrain County,29007
26040,MO,Barry County,29009
26050,MO,Barton County,29011
26060,MO,Bates County,29013
26070,MO,Benton County,29015
26080,MO,Bollinger County,29017
26090,MO,Boone County,29019
26100,MO,Buchanan County,29021
26110,MO,Butler County,29023
26120,MO,Caldwell County,29025
26130,MO,Callaway County,29027
26140,MO,Camden County,29029
26150,MO,Cape Girardeau County,29031
26160,MO,Carroll County,29033
26170,MO,Carter County,29035
26180,MO,Cass County,29037
26190,MO,Cedar County,29039
26200,MO,Chariton County,29041
26210,MO,Christian County,29043
26220,MO,Clark County,29045
26230,MO,Clay County,29047
26240,MO,Clinton County,29049
26250,MO,Cole County,29051
26260,MO,Cooper County,29053
26270,MO,Crawford County,29055
26280,MO,Dade County,29057
26290,MO,Dallas County,29059
26300,MO,Daviess County,29061
26310,MO,DeKalb County,29063
26320,MO,Dent County,29065
26330,MO,Douglas County,29067
26340,MO,Dunklin County,29069
26350,MO,Franklin County,29071
26360,MO,Gasconade County,29073
26370,MO,Gentry County,29075
26380,MO,Greene County,29077
26390,MO,Grundy County,29079
26400,MO,Harrison County,29081
26410,MO,Henry County,29083
26411,MO,Hickory County,29085
26412,MO,Holt County,29087
26440,MO,Howard County,29089
26450,MO,Howell County,29091
26460,MO,Iron County,29093
26470,MO,Jackson County,29095
26480,MO,Jasper County,29097
26490,MO,Jefferson County,29099
26500,MO,Johnson County,29101
26510,MO,Knox County,29103
26520,MO,Laclede County,29105
26530,MO,Lafayette County,29107
26540,MO,Lawrence County,29109
26541,MO,Lewis County,29111
26560,MO,Lincoln County,29113
26570,MO,Linn County,29115
26580,MO,Livingston County,29117
26590,MO,McDonald County,29119
26600,MO,Macon County,29121
26601,MO,Madison County,29123
26620,MO,Maries County,29125
26630,MO,Marion County,29127
26631,MO,Mercer County,29129
26650,MO,Miller County,29131
26660,MO,Mississippi County,29133
26670,MO,Moniteau County,29135
26680,MO,Monroe County,29137
26690,MO,Montgomery County,29139
26700,MO,Morgan County,29141
26710,MO,New Madrid County,29143
26720,MO,Newton County,29145
26730,MO,Nodaway County,29147
26740,MO,Oregon County,29149
26750,MO,Osage County,29151
26751,MO,Ozark County,29153
26770,MO,Pemiscot County,29155
26780,MO,Perry County,29157
26790,MO,Pettis County,29159
26800,MO,Phelps County,29161
26810,MO,Pike County,29163
26820,MO,Platte County,29165
26821,MO,Polk County,29167
26840,MO,Pulaski County,29169
26850,MO,Putnam County,29171
26860,MO,Ralls County,29173
26870,MO,Randolph County,29175
26880,MO,Ray County,29177
26881,MO,Reynolds County,29179
26900,MO,Ripley County,29181
26910,MO,St. Charles County,29183
26911,MO,St. Clair County,29185
26960,MO,Ste. Genevieve County,29186
26930,MO,St. Francois County,29187
26940,MO,St. Louis County,29189
26970,MO,Saline County,29195
26980,MO,Schuyler County,29197
26981,MO,Scotland County,29199
26982,MO,Scott County,29201
26983,MO,Shannon County,29203
26984,MO,Shelby County,29205
26985,MO,Stoddard County,29207
26986,MO,Stone County,29209
26987,MO,Sullivan County,29211
26988,MO,Taney County,29213
26989,MO,Texas County,29215
26990,MO,Vernon County,29217
26991,MO,Warren County,29219
26992,MO,Washington County,29221
26993,MO,Wayne County,29223
26994,MO,Webster County,29225
26995,MO,Worth County,29227
26996,MO,Wright County,29229
26950,MO,St. Louis city,29510
27000,MT,Beaverhead County,30001
27010,MT,Big Horn County,30003
27020,MT,Blaine County,30005
27030,MT,Broadwater County,30007
27040,MT,Carbon County,30009
27050,MT,Carter County,30011
27060,MT,Cascade County,30013
27070,MT,Chouteau County,30015
27080,MT,Custer County,30017
27090,MT,Daniels County,30019
27100,MT,Dawson County,30021
27110,MT,Deer Lodge County,30023
27120,MT,Fallon County,30025
27130,MT,Fergus County,30027
27140,MT,Flathead County,30029
27150,MT,Gallatin County,30031
27160,MT,Garfield County,30033
27170,MT,Glacier County,30035
27180,MT,Golden Valley County,30037
27190,MT,Granite County,30039
27200,MT,Hill County,30041
27210,MT,Jefferson County,30043
27220,MT,Judith Basin County,30045
27230,MT,Lake County,30047
27240,MT,Lewis and Clark County,30049
27250,MT,Liberty County,30051
27260,MT,Lincoln County,30053
27270,MT,McCone County,30055
27280,MT,Madison County,30057
27290,MT,Meagher County,30059
27300,MT,Mineral County,30061
27310,MT,Missoula County,30063
27320,MT,Musselshell County,30065
27330,MT,Park County,30067
27340,MT,Petroleum County,30069
27350,MT,Phillips County,30071
27360,MT,Pondera County,30073
27370,MT,Powder River County,30075
27380,MT,Powell County,30077
27390,MT,Prairie County,30079
27400,MT,Ravalli County,30081
27410,MT,Richland County,30083
27420,MT,Roosevelt County,30085
27430,MT,Rosebud County,30087
27440,MT,Sanders County,30089
27450,MT,Sheridan County,30091
27460,MT,Silver Bow County,30093
27470,MT,Stillwater County,30095
27480,MT,Sweet Grass County,30097
27490,MT,Teton County,30099
27500,MT,Toole County,30101
27510,MT,Treasure County,30103
27520,MT,Valley County,30105
27530,MT,Wheatland County,30107
27540,MT,Wibaux County,30109
27550,MT,Yellowstone County,30111
27113,MT,Yellowstone County,30113
28000,NE,Adams County,31001
28010,NE,Antelope County,31003
28020,NE,Arthur County,31005
28030,NE,Banner County,31007
28040,NE,Blaine County,31009
28050,NE,Boone County,31011
28060,NE,Box Butte County,31013
28070,NE,Boyd County,31015
28080,NE,Brown County,31017
28090,NE,Buffalo County,31019
28100,NE,Burt County,31021
28110,NE,Butler County,31023
28120,NE,Cass County,31025
28130,NE,Cedar County,31027
28140,NE,Chase County,31029
28150,NE,Cherry County,31031
28160,NE,Cheyenne County,31033
28170,NE,Clay County,31035
28180,NE,Colfax County,31037
28190,NE,Cuming County,31039
28200,NE,Custer County,31041
28210,NE,Dakota County,31043
28220,NE,Dawes County,31045
28230,NE,Dawson County,31047
28240,NE,Deuel County,31049
28250,NE,Dixon County,31051
28260,NE,Dodge County,31053
28270,NE,Douglas County,31055
28280,NE,Dundy County,31057
28290,NE,Fillmore County,31059
28300,NE,Franklin County,31061
28310,NE,Frontier County,31063
28320,NE,Furnas County,31065
28330,NE,Gage County,31067
28340,NE,Garden County,31069
28350,NE,Garfield County,31071
28360,NE,Gosper County,31073
28370,NE,Grant County,31075
28380,NE,Greeley County,31077
28390,NE,Hall County,31079
28400,NE,Hamilton County,31081
28410,NE,Harlan County,31083
28420,NE,Hayes County,31085
28430,NE,Hitchcock County,31087
28440,NE,Holt County,31089
28450,NE,Hooker County,31091
28460,NE,Howard County,31093
28470,NE,Jefferson County,31095
28480,NE,Johnson County,31097
28490,NE,Kearney County,31099
28500,NE,Keith County,31101
28510,NE,Keya Paha County,31103
28520,NE,Kimball County,31105
28530,NE,Knox County,31107
28540,NE,Lancaster County,31109
28550,NE,Lincoln County,31111
28560,NE,Logan County,31113
28570,NE,Loup County,31115
28580,NE,McPherson County,31117
28590,NE,Madison County,31119
28600,NE,Merrick County,31121
28610,NE,Morrill County,31123
28620,NE,Nance County,31125
28630,NE,Nemaha County,31127
28640,NE,Nuckolls County,31129
28650,NE,Otoe County,31131
28660,NE,Pawnee County,31133
28670,NE,Perkins County,31135
28680,NE,Phelps County,31137
28690,NE,Pierce County,31139
28700,NE,Platte County,31141
28710,NE,Polk County,31143
28720,NE,Red Willow County,31145
28730,NE,Richardson County,31147
28740,NE,Rock County,31149
28750,NE,Saline County,31151
28760,NE,Sarpy County,31153
28770,NE,Saunders County,31155
28780,NE,Scotts Bluff County,31157
28790,NE,Seward County,31159
28800,NE,Sheridan County,31161
28810,NE,Sherman County,31163
28820,NE,Sioux County,31165
28830,NE,Stanton County,31167
28840,NE,Thayer County,31169
28850,NE,Thomas County,31171
28860,NE,Thurston County,31173
28870,NE,Valley County,31175
28880,NE,Washington County,31177
28890,NE,Wayne County,31179
28900,NE,Webster County,31181
28910,NE,Wheeler County,31183
28920,NE,York County,31185
29000,NV,Churchill County,32001
29010,NV,Clark County,32003
29020,NV,Douglas County,32005
29030,NV,Elko County,32007
29040,NV,Esmeralda County,32009
29050,NV,Eureka County,32011
29060,NV,Humboldt County,32013
29070,NV,Lander County,32015
29080,NV,Lincoln County,32017
29090,NV,Lyon County,32019
29100,NV,Mineral County,32021
29110,NV,Nye County,32023
29130,NV,Pershing County,32027
29140,NV,Storey County,32029
29150,NV,Washoe County,32031
29160,NV,White Pine County,32033
29120,NV,Carson City,32510
30000,NH,Belknap County,33001
30010,NH,Carroll County,33003
30020,NH,Cheshire County,33005
30030,NH,Coos County,33007
30040,NH,Grafton County,33009
30050,NH,Hillsborough County,33011
30060,NH,Merrimack County,33013
30070,NH,Rockingham County,33015
30080,NH,Strafford County,33017
30090,NH,Sullivan County,33019
31000,NJ,Atlantic County,34001
31100,NJ,Bergen County,34003
31150,NJ,Burlington County,34005
31160,NJ,Camden County,34007
31180,NJ,Cape May County,34009
31190,NJ,Cumberland County,34011
31200,NJ,Essex County,34013
31220,NJ,Gloucester County,34015
31230,NJ,Hudson County,34017
31250,NJ,Hunterdon County,34019
31260,NJ,Mercer County,34021
31270,NJ,Middlesex County,34023
31290,NJ,Monmouth County,34025
31300,NJ,Morris County,34027
31310,NJ,Ocean County,34029
31320,NJ,Passaic County,34031
31340,NJ,Salem County,34033
31350,NJ,Somerset County,34035
31360,NJ,Sussex County,34037
31370,NJ,Union County,34039
31390,NJ,Warren County,34041
32000,NM,Bernalillo County,35001
32010,NM,Catron County,35003
32020,NM,Chaves County,35005
32025,NM,Cibola County,35006
32030,NM,Colfax County,35007
32040,NM,Curry County,35009
32050,NM,De Baca County,35011
32060,NM,Dona Ana County,35013
32070,NM,Eddy County,35015
32080,NM,Grant County,35017
32090,NM,Guadalupe County,35019
32100,NM,Harding County,35021
32110,NM,Hidalgo County,35023
32120,NM,Lea County,35025
32130,NM,Lincoln County,35027
32131,NM,Los Alamos County,35028
32140,NM,Luna County,35029
32150,NM,McKinley County,35031
32160,NM,Mora County,35033
32170,NM,Otero County,35035
32180,NM,Quay County,35037
32190,NM,Rio Arriba County,35039
32200,NM,Roosevelt County,35041
32210,NM,Sandoval County,35043
32220,NM,San Juan County,35045
32230,NM,San Miguel County,35047
32240,NM,Santa Fe County,35049
32250,NM,Sierra County,35051
32260,NM,Socorro County,35053
32270,NM,Taos County,35055
32280,NM,Torrance County,35057
32290,NM,Union County,35059
32300,NM,Valencia County,35061
33000,NY,Albany County,36001
33010,NY,Allegany County,36003
33020,NY,Bronx County,36005
33030,NY,Broome County,36007
33040,NY,Cattaraugus County,36009
