state_code_match,state_name_match,state_code,county_name,county_code,ssa
,,16,KOSSUTH,540,16540
,,16,LEE,550,16550
,,16,LINN,560,16560
,,16,LOUISA,570,16570
,,16,LUCAS,580,16580
,,16,LYON,590,16590
,,16,MADISON,600,16600
,,16,MAHASKA,610,16610
,,16,MARION,620,16620
,,16,MARSHALL,630,16630
,,16,MILLS,640,16640
,,16,MITCHELL,650,16650
,,16,MONONA,660,16660
,,16,MONROE,670,16670
,,16,MONTGOMERY,680,16680
,,16,MUSCATINE,690,16690
,,16,OBRIEN,700,16700
,,16,OSCEOLA,710,16710
,,16,PAGE,720,16720
,,16,PALO ALTO,730,16730
,,16,PLYMOUTH,740,16740
,,16,POCAHONTAS,750,16750
,,16,POLK,760,16760
,,16,POTTAWATTAMIE,770,16770
,,16,POWESHIEK,780,16780
,,16,RINGGOLD,790,16790
,,16,SAC,800,16800
,,16,SCOTT,810,16810
,,16,SHELBY,820,16820
,,16,SIOUX,830,16830
,,16,STORY,840,16840
,,16,TAMA,850,16850
,,16,TAYLOR,860,16860
,,16,UNION,870,16870
,,16,VAN BUREN,880,16880
,,16,WAPELLO,890,16890
,,16,WARREN,900,16900
,,16,WASHINGTON,910,16910
,,16,WAYNE,920,16920
,,16,WEBSTER,930,16930
,,16,WINNEBAGO,940,16940
,,16,WINNESHIEK,950,16950
,,16,WOODBURY,960,16960
,,16,WORTH,970,16970
,,16,WRIGHT,980,16980
,,16,STATEWIDE,999,16999
,,17,ALLEN,0,17000
,,17,ANDERSON,10,17010
,,17,ATCHISON,20,17020
,,17,BARBER,30,17030
,,17,BARTON,40,17040
,,17,BOURBON,50,17050
,,17,BROWN,60,17060
,,17,BUTLER,70,17070
,,17,CHASE,80,17080
,,17,CHAUTAUQUA,90,17090
,,17,CHEROKEE,100,17100
,,17,CHEYENNE,110,17110
,,17,CLARK,120,17120
,,17,CLAY,130,17130
,,17,CLOUD,140,17140
,,17,COFFEY,150,17150
,,17,COMANCHE,160,17160
,,17,COWLEY,170,17170
,,17,CRAWFORD,180,17180
,,17,DECATUR,190,17190
,,17,DICKINSON,200,17200
,,17,DONIPHAN,210,17210
,,17,DOUGLAS,220,17220
,,17,EDWARDS,230,17230
,,17,ELK,240,17240
,,17,ELLIS,250,17250
,,17,ELLSWORTH,260,17260
,,17,FINNEY,270,17270
,,17,FORD,280,17280
,,17,FRANKLIN,290,17290
,,17,GEARY,300,17300
,,17,GOVE,310,17310
,,17,GRAHAM,320,17320
,,17,GRANT,330,17330
,,17,GRAY,340,17340
,,17,GREELEY,350,17350
,,17,GREENWOOD,360,17360
,,17,HAMILTON,370,17370
,,17,HARPER,380,17380
,,17,HARVEY,390,17390
,,17,HASKELL,391,17391
,,17,HODGEMAN,410,17410
,,17,JACKSON,420,17420
,,17,JEFFERSON,430,17430
,,17,JEWELL,440,17440
,,17,JOHNSON,450,17450
,,17,KEARNY,451,17451
,,17,KINGMAN,470,17470
,,17,KIOWA,480,17480
,,17,LABETTE,490,17490
,,17,LANE,500,17500
,,17,LEAVENWORTH,510,17510
,,17,LINCOLN,520,17520
,,17,LINN,530,17530
,,17,LOGAN,540,17540
,,17,LYON,550,17550
,,17,MCPHERSON,560,17560
,,17,MARION,570,17570
,,17,MARSHALL,580,17580
,,17,MEADE,590,17590
,,17,MIAMI,600,17600
,,17,MITCHELL,610,17610
,,17,MONTGOMERY,620,17620
,,17,MORRIS,630,17630
,,17,MORTON,640,17640
,,17,NEMAHA,650,17650
,,17,NEOSHO,660,17660
,,17,NESS,670,17670
,,17,NORTON,680,17680
,,17,OSAGE,690,17690
,,17,OSBORNE,700,17700
,,17,OTTAWA,710,17710
,,17,PAWNEE,720,17720
,,17,PHILLIPS,730,17730
,,17,POTTAWATOMIE,740,17740
,,17,PRATT,750,17750
,,17,RAWLINS,760,17760
,,17,RENO,770,17770
,,17,REPUBLIC,780,17780
,,17,RICE,790,17790
,,17,RILEY,800,17800
,,17,ROOKS,810,17810
,,17,RUSH,820,17820
,,17,RUSSELL,830,17830
,,17,SALINE,840,17840
,,17,SCOTT,841,17841
,,17,SEDGWICK,860,17860
,,17,SEWARD,870,17870
,,17,SHAWNEE,880,17880
,,17,SHERIDAN,890,17890
,,17,SHERMAN,900,17900
,,17,SMITH,910,17910
,,17,STAFFORD,920,17920
,,17,STANTON,921,17921
,,17,STEVENS,940,17940
,,17,SUMNER,950,17950
,,17,THOMAS,960,17960
,,17,TREGO,970,17970
,,17,WABAUNSEE,980,17980
,,17,WALLACE,981,17981
,,17,WASHINGTON,982,17982
,,17,WICHITA,983,17983
,,17,WILSON,984,17984
,,17,WOODSON,985,17985
,,17,WYANDOTTE,986,17986
,,17,STATEWIDE,999,17999
,,18,ADAIR,0,18000
,,18,ALLEN,10,18010
,,18,ANDERSON,20,18020
,,18,BALLARD,30,18030
,,18,BARREN,40,18040
,,18,BATH,50,18050
,,18,BELL,60,18060
,,18,BOONE,70,18070
,,18,BOURBON,80,18080
,,18,BOYD,90,18090
,,18,BOYLE,100,18100
,,18,BRACKEN,110,18110
,,18,BREATHITT,120,18120
,,18,BRECKINRIDGE,130,18130
,,18,BULLITT,140,18140
,,18,BUTLER,150,18150
,,18,CALDWELL,160,18160
,,18,CALLOWAY,170,18170
,,18,CAMPBELL,180,18180
,,18,CARLISLE,190,18190
,,18,CARROLL,191,18191
,,18,CARTER,210,18210
,,18,CASEY,220,18220
,,18,CHRISTIAN,230,18230
,,18,CLARK,240,18240
,,18,CLAY,250,18250
,,18,CLINTON,260,18260
,,18,CRITTENDEN,270,18270
,,18,CUMBERLAND,271,18271
,,18,DAVIESS,290,18290
,,18,EDMONSON,291,18291
,,18,ELLIOTT,310,18310
,,18,ESTILL,320,18320
,,18,FAYETTE,330,18330
,,18,FLEMING,340,18340
,,18,FLOYD,350,18350
,,18,FRANKLIN,360,18360
,,18,FULTON,361,18361
,,18,GALLATIN,362,18362
,,18,GARRARD,390,18390
,,18,GRANT,400,18400
,,18,GRAVES,410,18410
,,18,GRAYSON,420,18420
,,18,GREEN,421,18421
,,18,GREENUP,440,18440
,,18,HANCOCK,450,18450
,,18,HARDIN,460,18460
,,18,HARLAN,470,18470
,,18,HARRISON,480,18480
,,18,HART,490,18490
,,18,HENDERSON,500,18500
,,18,HENRY,510,18510
,,18,HICKMAN,511,18511
,,18,HOPKINS,530,18530
,,18,JACKSON,540,18540
,,18,JEFFERSON,550,18550
,,18,JESSAMINE,560,18560
,,18,JOHNSON,570,18570
,,18,KENTON,580,18580
,,18,KNOTT,590,18590
,,18,KNOX,600,18600
,,18,LARUE,610,18610
,,18,LAUREL,620,18620
,,18,LAWRENCE,630,18630
,,18,LEE,640,18640
,,18,LESLIE,650,18650
,,18,LETCHER,660,18660
,,18,LEWIS,670,18670
,,18,LINCOLN,680,18680
,,18,LIVINGSTON,690,18690
,,18,LOGAN,700,18700
,,18,LYON,710,18710
,,18,MC CRACKEN,720,18720
,,18,MC CREARY,730,18730
,,18,MC LEAN,740,18740
,,18,MADISON,750,18750
,,18,MAGOFFIN,760,18760
,,18,MARION,770,18770
,,18,MARSHALL,780,18780
,,18,MARTIN,790,18790
,,18,MASON,800,18800
,,18,MEADE,801,18801
,,18,MENIFEE,802,18802
,,18,MERCER,830,18830
,,18,METCALFE,831,18831
,,18,MONROE,850,18850
,,18,MONTGOMERY,860,18860
,,18,MORGAN,861,18861
,,18,MUHLENBERG,880,18880
,,18,NELSON,890,18890
,,18,NICHOLAS,900,18900
,,18,OHIO,910,18910
,,18,OLDHAM,920,18920
,,18,OWEN,930,18930
,,18,OWSLEY,931,18931
,,18,PENDLETON,932,18932
,,18,PERRY,960,18960
,,18,PIKE,970,18970
,,18,POWELL,971,18971
,,18,PULASKI,972,18972
,,18,ROBERTSON,973,18973
,,18,ROCKCASTLE,974,18974
,,18,ROWAN,975,18975
,,18,RUSSELL,976,18976
,,18,SCOTT,977,18977
,,18,SHELBY,978,18978
,,18,SIMPSON,979,18979
,,18,SPENCER,980,18980
,,18,TAYLOR,981,18981
,,18,TODD,982,18982
,,18,TRIGG,983,18983
,,18,TRIMBLE,984,18984
,,18,UNION,985,18985
,,18,WARREN,986,18986
,,18,WASHINGTON,987,18987
,,18,WAYNE,988,18988
,,18,WEBSTER,989,18989
,,18,WHITLEY,990,18990
,,18,WOLFE,991,18991
,,18,WOODFORD,992,18992
,,18,STATEWIDE,999,18999
,,19,ACADIA,0,19000
,,19,ALLEN,10,19010
,,19,ASCENSION,20,19020
,,19,ASSUMPTION,30,19030
,,19,AVOYELLES,40,19040
,,19,BEAUREGARD,50,19050
,,19,BIENVILLE,60,19060
,,19,BOSSIER,70,19070
,,19,CADDO,80,19080
,,19,CALCASIEU,90,19090
,,19,CALDWELL,100,19100
,,19,CAMERON,110,19110
,,19,CATAHOULA,120,19120
,,19,CLAIBORNE,130,19130
,,19,CONCORDIA,140,19140
,,19,DE SOTO,150,19150
,,19,E. BATON ROUGE,160,19160
,,19,EAST CARROLL,170,19170
,,19,EAST FELICIANA,180,19180
,,19,EVANGELINE,190,19190
,,19,FRANKLIN,200,19200
,,19,GRANT,210,19210
,,19,IBERIA,220,19220
,,19,IBERVILLE,230,19230
,,19,JACKSON,240,19240
,,19,JEFFERSON,250,19250
,,19,JEFFRSON DAVIS,260,19260
,,19,LAFAYETTE,270,19270
,,19,LAFOURCHE,280,19280
,,19,LA SALLE,290,19290
,,19,LINCOLN,300,19300
,,19,LIVINGSTON,310,19310
,,19,MADISON,320,19320
,,19,MOREHOUSE,330,19330
,,19,NATCHITOCHES,340,19340
,,19,ORLEANS,350,19350
,,19,OUACHITA,360,19360
,,19,PLAQUEMINES,370,19370
,,19,POINTE COUPEE,380,19380
,,19,RAPIDES,390,19390
,,19,RED RIVER,400,19400
,,19,RICHLAND,410,19410
,,19,SABINE,420,19420
,,19,ST. BERNARD,430,19430
,,19,ST. CHARLES,440,19440
,,19,ST. HELENA,450,19450
,,19,ST. JAMES,460,19460
,,19,ST. JOHN BAPTIST,470,19470
,,19,ST. LANDRY,480,19480
,,19,ST. MARTIN,490,19490
,,19,ST. MARY,500,19500
,,19,ST. TAMMANY,510,19510
,,19,TANGIPAHOA,520,19520
,,19,TENSAS,530,19530
,,19,TERREBONNE,540,19540
,,19,UNION,550,19550
,,19,VERMILION,560,19560
,,19,VERNON,570,19570
,,19,WASHINGTON,580,19580
,,19,WEBSTER,590,19590
,,19,W. BATON ROUGE,600,19600
,,19,WEST CARROLL,610,19610
,,19,WEST FELICIANA,620,19620
,,19,WINN,630,19630
,,19,STATEWIDE,999,19999
,,20,ANDROSCOGGIN,0,20000
,,20,AROOSTOOK,10,20010
,,20,CUMBERLAND,20,20020
,,20,FRANKLIN,30,20030
,,20,HANCOCK,40,20040
,,20,KENNEBEC,50,20050
,,20,KNOX,60,20060
,,20,LINCOLN,70,20070
,,20,OXFORD,80,20080
,,20,PENOBSCOT,90,20090
,,20,PISCATAQUIS,100,20100
,,20,SAGADAHOC,110,20110
,,20,SOMERSET,120,20120
,,20,WALDO,130,20130
,,20,WASHINGTON,140,20140
,,20,YORK,150,20150
,,20,STATEWIDE,999,20999
,,21,ALLEGANY,0,21000
,,21,ANNE ARUNDEL,10,21010
,,21,BALTIMORE,20,21020
,,21,CALVERT,40,21040
,,21,CAROLINE,50,21050
,,21,CARROLL,60,21060
,,21,CECIL,70,21070
,,21,CHARLES,80,21080
,,21,DORCHESTER,90,21090
,,21,FREDERICK,100,21100
,,21,GARRETT,110,21110
,,21,HARFORD,120,21120
,,21,HOWARD,130,21130
,,21,KENT,140,21140
,,21,MONTGOMERY,150,21150
,,21,PRINCE GEORGES,160,21160
,,21,QUEEN ANNES,170,21170
,,21,ST. MARYS,180,21180
,,21,SOMERSET,190,21190
,,21,TALBOT,200,21200
,,21,WASHINGTON,210,21210
,,21,WICOMICO,220,21220
,,21,WORCESTER,230,21230
,,21,BALTIMORE CITY,30,21030
,,21,STATEWIDE,999,21999
,,22,BARNSTABLE,0,22000
,,22,BERKSHIRE,10,22010
,,22,BRISTOL,20,22020
,,22,DUKES,30,22030
,,22,ESSEX,40,22040
,,22,FRANKLIN,60,22060
,,22,HAMPDEN,70,22070
,,22,HAMPSHIRE,80,22080
,,22,MIDDLESEX,90,22090
,,22,NANTUCKET,120,22120
,,22,NORFOLK,130,22130
,,22,PLYMOUTH,150,22150
,,22,SUFFOLK,160,22160
,,22,WORCESTER,170,22170
,,22,STATEWIDE,999,22999
,,23,ALCONA,0,23000
,,23,ALGER,10,23010
,,23,ALLEGAN,20,23020
,,23,ALPENA,30,23030
,,23,ANTRIM,40,23040
,,23,ARENAC,50,23050
,,23,BARAGA,60,23060
,,23,BARRY,70,23070
,,23,BAY,80,23080
,,23,BENZIE,90,23090
,,23,BERRIEN,100,23100
,,23,BRANCH,110,23110
,,23,CALHOUN,120,23120
,,23,CASS,130,23130
,,23,CHARLEVOIX,140,23140
,,23,CHEBOYGAN,150,23150
,,23,CHIPPEWA,160,23160
,,23,CLARE,170,23170
,,23,CLINTON,180,23180
,,23,CRAWFORD,190,23190
,,23,DELTA,200,23200
,,23,DICKINSON,210,23210
,,23,EATON,220,23220
,,23,EMMET,230,23230
,,23,GENESEE,240,23240
,,23,GLADWIN,250,23250
,,23,GOGEBIC,260,23260
,,23,GRAND TRAVERSE,270,23270
,,23,GRATIOT,280,23280
,,23,HILLSDALE,290,23290
,,23,HOUGHTON,300,23300
,,23,HURON,310,23310
,,23,INGHAM,320,23320
,,23,IONIA,330,23330
,,23,IOSCO,340,23340
,,23,IRON,350,23350
,,23,ISABELLA,360,23360
,,23,JACKSON,370,23370
,,23,KALAMAZOO,380,23380
,,23,KALKASKA,390,23390
,,23,KENT,400,23400
,,23,KEWEENAW,410,23410
,,23,LAKE,420,23420
,,23,LAPEER,430,23430
,,23,LEELANAU,440,23440
,,23,LENAWEE,450,23450
,,23,LIVINGSTON,460,23460
,,23,LUCE,470,23470
,,23,MACKINAC,480,23480
,,23,MACOMB,490,23490
,,23,MANISTEE,500,23500
,,23,MARQUETTE,510,23510
,,23,MASON,520,23520
,,23,MECOSTA,530,23530
,,23,MENOMINEE,540,23540
,,23,MIDLAND,550,23550
,,23,MISSAUKEE,560,23560
,,23,MONROE,570,23570
,,23,MONTCALM,580,23580
,,23,MONTMORENCY,590,23590
,,23,MUSKEGON,600,23600
,,23,NEWAYGO,610,23610
,,23,OAKLAND,620,23620
,,23,OCEANA,630,23630
,,23,OGEMAW,640,23640
,,23,ONTONAGON,650,23650
,,23,OSCEOLA,660,23660
,,23,OSCODA,670,23670
,,23,OTSEGO,680,23680
,,23,OTTAWA,690,23690
,,23,PRESQUE ISLE,700,23700
,,23,ROSCOMMON,710,23710
,,23,SAGINAW,720,23720
,,23,ST. CLAIR,730,23730
,,23,ST. JOSEPH,740,23740
,,23,SANILAC,750,23750
,,23,SCHOOLCRAFT,760,23760
,,23,SHIAWASSEE,770,23770
,,23,TUSCOLA,780,23780
,,23,VAN BUREN,790,23790
,,23,WASHTENAW,800,23800
,,23,WAYNE,810,23810
,,23,WEXFORD,830,23830
,,23,STATEWIDE,999,23999
,,24,AITKIN,0,24000
,,24,ANOKA,10,24010
,,24,BECKER,20,24020
,,24,BELTRAMI,30,24030
,,24,BENTON,40,24040
,,24,BIG STONE,50,24050
,,24,BLUE EARTH,60,24060
,,24,BROWN,70,24070
,,24,CARLTON,80,24080
,,24,CARVER,90,24090
,,24,CASS,100,24100
,,24,CHIPPEWA,110,24110
,,24,CHISAGO,120,24120
,,24,CLAY,130,24130
,,24,CLEARWATER,140,24140
,,24,COOK,150,24150
,,24,COTTONWOOD,160,24160
,,24,CROW WING,170,24170
,,24,DAKOTA,180,24180
,,24,DODGE,190,24190
,,24,DOUGLAS,200,24200
,,24,FARIBAULT,210,24210
,,24,FILLMORE,220,24220
,,24,FREEBORN,230,24230
,,24,GOODHUE,240,24240
,,24,GRANT,250,24250
,,24,HENNEPIN,260,24260
,,24,HOUSTON,270,24270
,,24,HUBBARD,280,24280
,,24,ISANTI,290,24290
,,24,ITASCA,300,24300
,,24,JACKSON,310,24310
,,24,KANABEC,320,24320
,,24,KANDIYOHI,330,24330
,,24,KITTSON,340,24340
,,24,KOOCHICHING,350,24350
,,24,LAC QUI PARLE,360,24360
,,24,LAKE,370,24370
,,24,LAKE OF  WOODS,380,24380
,,24,LE SUEUR,390,24390
,,24,LINCOLN,400,24400
,,24,LYON,410,24410
,,24,MC LEOD,420,24420
,,24,MAHNOMEN,430,24430
,,24,MARSHALL,440,24440
,,24,MARTIN,450,24450
,,24,MEEKER,460,24460
,,24,MILLE LACS,470,24470
,,24,MORRISON,480,24480
,,24,MOWER,490,24490
,,24,MURRAY,500,24500
,,24,NICOLLET,510,24510
,,24,NOBLES,520,24520
,,24,NORMAN,530,24530
,,24,OLMSTED,540,24540
,,24,OTTER TAIL,550,24550
,,24,PENNINGTON,560,24560
,,24,PINE,570,24570
,,24,PIPESTONE,580,24580
,,24,POLK,590,24590
,,24,POPE,600,24600
,,24,RAMSEY,610,24610
,,24,RED LAKE,620,24620
,,24,REDWOOD,630,24630
,,24,RENVILLE,640,24640
,,24,RICE,650,24650
,,24,ROCK,660,24660
,,24,ROSEAU,670,24670
,,24,ST. LOUIS,680,24680
,,24,SCOTT,690,24690
,,24,SHERBURNE,700,24700
,,24,SIBLEY,710,24710
,,24,STEARNS,720,24720
,,24,STEELE,730,24730
,,24,STEVENS,740,24740
,,24,SWIFT,750,24750
,,24,TODD,760,24760
,,24,TRAVERSE,770,24770
,,24,WABASHA,780,24780
,,24,WADENA,790,24790
,,24,WASECA,800,24800
,,24,WASHINGTON,810,24810
,,24,WATONWAN,820,24820
,,24,WILKIN,830,24830
,,24,WINONA,840,24840
,,24,WRIGHT,850,24850
,,24,YELLOW MEDCINE,860,24860
,,24,STATEWIDE,999,24999
,,25,ADAMS,0,25000
,,25,ALCORN,10,25010
,,25,AMITE,20,25020
,,25,ATTALA,30,25030
,,25,BENTON,40,25040
,,25,BOLIVAR,50,25050
,,25,CALHOUN,60,25060
,,25,CARROLL,70,25070
,,25,CHICKASAW,80,25080
,,25,CHOCTAW,90,25090
,,25,CLAIBORNE,100,25100
,,25,CLARKE,110,25110
,,25,CLAY,120,25120
,,25,COAHOMA,130,25130
,,25,COPIAH,140,25140
,,25,COVINGTON,150,25150
,,25,DE SOTO,160,25160
,,25,FORREST,170,25170
,,25,FRANKLIN,180,25180
,,25,GEORGE,190,25190
,,25,GREENE,200,25200
,,25,GRENADA,210,25210
,,25,HANCOCK,220,25220
,,25,HARRISON,230,25230
,,25,HINDS,240,25240
,,25,HOLMES,250,25250
,,25,HUMPHREYS,260,25260
,,25,ISSAQUENA,270,25270
,,25,ITAWAMBA,280,25280
,,25,JACKSON,290,25290
,,25,JASPER,300,25300
,,25,JEFFERSON,310,25310
,,25,JEFFERSON DAVIS,320,25320
,,25,JONES,330,25330
,,25,KEMPER,340,25340
,,25,LAFAYETTE,350,25350
,,25,LAMAR,360,25360
,,25,LAUDERDALE,370,25370
,,25,LAWRENCE,380,25380
,,25,LEAKE,390,25390
,,25,LEE,400,25400
,,25,LEFLORE,410,25410
,,25,LINCOLN,420,25420
,,25,LOWNDES,430,25430
,,25,MADISON,440,25440
,,25,MARION,450,25450
,,25,MARSHALL,460,25460
,,25,MONROE,470,25470
,,25,MONTGOMERY,480,25480
,,25,NESHOBA,490,25490
,,25,NEWTON,500,25500
,,25,NOXUBEE,510,25510
,,25,OKTIBBEHA,520,25520
,,25,PANOLA,530,25530
,,25,PEARL RIVER,540,25540
,,25,PERRY,550,25550
,,25,PIKE,560,25560
,,25,PONTOTOC,570,25570
,,25,PRENTISS,580,25580
,,25,QUITMAN,590,25590
,,25,RANKIN,600,25600
,,25,SCOTT,610,25610
,,25,SHARKEY,620,25620
,,25,SIMPSON,630,25630
,,25,SMITH,640,25640
,,25,STONE,650,25650
,,25,SUNFLOWER,660,25660
,,25,TALLAHATCHIE,670,25670
,,25,TATE,680,25680
,,25,TIPPAH,690,25690
,,25,TISHOMINGO,700,25700
,,25,TUNICA,710,25710
,,25,UNION,720,25720
,,25,WALTHALL,730,25730
,,25,WARREN,740,25740
,,25,WASHINGTON,750,25750
,,25,WAYNE,760,25760
,,25,WEBSTER,770,25770
,,25,WILKINSON,780,25780
,,25,WINSTON,790,25790
,,25,YALOBUSHA,800,25800
,,25,YAZOO,810,25810
,,25,STATEWIDE,999,25999
,,26,ADAIR,0,26000
,,26,ANDREW,10,26010
,,26,ATCHISON,20,26020
,,26,AUDRAIN,30,26030
,,26,BARRY,40,26040
,,26,BARTON,50,26050
,,26,BATES,60,26060
,,26,BENTON,70,26070
,,26,BOLLINGER,80,26080
,,26,BOONE,90,26090
,,26,BUCHANAN,100,26100
,,26,BUTLER,110,26110
,,26,CALDWELL,120,26120
,,26,CALLAWAY,130,26130
,,26,CAMDEN,140,26140
,,26,CAPE GIRARDEAU,150,26150
,,26,CARROLL,160,26160
,,26,CARTER,170,26170
,,26,CASS,180,26180
,,26,CEDAR,190,26190
,,26,CHARITON,200,26200
,,26,CHRISTIAN,210,26210
,,26,CLARK,220,26220
,,26,CLAY,230,26230
,,26,CLINTON,240,26240
,,26,COLE,250,26250
,,26,COOPER,260,26260
,,26,CRAWFORD,270,26270
,,26,DADE,280,26280
,,26,DALLAS,290,26290
,,26,DAVIESS,300,26300
,,26,DE KALB,310,26310
,,26,DENT,320,26320
,,26,DOUGLAS,330,26330
,,26,DUNKLIN,340,26340
,,26,FRANKLIN,350,26350
,,26,GASCONADE,360,26360
,,26,GENTRY,370,26370
,,26,GREENE,380,26380
,,26,GRUNDY,390,26390
,,26,HARRISON,400,26400
,,26,HENRY,410,26410
,,26,HICKORY,411,26411
,,26,HOLT,412,26412
,,26,HOWARD,440,26440
,,26,HOWELL,450,26450
,,26,IRON,460,26460
,,26,JACKSON,470,26470
,,26,JASPER,480,26480
,,26,JEFFERSON,490,26490
,,26,JOHNSON,500,26500
,,26,KNOX,510,26510
,,26,LACLEDE,520,26520
,,26,LAFAYETTE,530,26530
,,26,LAWRENCE,540,26540
,,26,LEWIS,541,26541
,,26,LINCOLN,560,26560
,,26,LINN,570,26570
,,26,LIVINGSTON,580,26580
,,26,MC DONALD,590,26590
,,26,MACON,600,26600
,,26,MADISON,601,26601
,,26,MARIES,620,26620
,,26,MARION,630,26630
,,26,MERCER,631,26631
,,26,MILLER,650,26650
,,26,MISSISSIPPI,660,26660
,,26,MONITEAU,670,26670
,,26,MONROE,680,26680
,,26,MONTGOMERY,690,26690
,,26,MORGAN,700,26700
,,26,NEW MADRID,710,26710
,,26,NEWTON,720,26720
,,26,NODAWAY,730,26730
,,26,OREGON,740,26740
,,26,OSAGE,750,26750
,,26,OZARK,751,26751
,,26,PEMISCOT,770,26770
,,26,PERRY,780,26780
,,26,PETTIS,790,26790
,,26,PHELPS,800,26800
,,26,PIKE,810,26810
,,26,PLATTE,820,26820
,,26,POLK,821,26821
,,26,PULASKI,840,26840
,,26,PUTNAM,850,26850
,,26,RALLS,860,26860
,,26,RANDOLPH,870,26870
,,26,RAY,880,26880
,,26,REYNOLDS,881,26881
,,26,RIPLEY,900,26900
,,26,ST. CHARLES,910,26910
,,26,ST. CLAIR,911,26911
,,26,STE. GENEVIEVE,960,26960
,,26,ST. FRANCOIS,930,26930
,,26,ST. LOUIS,940,26940
,,26,SALINE,970,26970
,,26,SCHUYLER,980,26980
,,26,SCOTLAND,981,26981
,,26,SCOTT,982,26982
,,26,SHANNON,983,26983
,,26,SHELBY,984,26984
,,26,STODDARD,985,26985
,,26,STONE,986,26986
,,26,SULLIVAN,987,26987
,,26,TANEY,988,26988
,,26,TEXAS,989,26989
,,26,VERNON,990,26990
,,26,WARREN,991,26991
,,26,WASHINGTON,992,26992
,,26,WAYNE,993,26993
,,26,WEBSTER,994,26994
,,26,WORTH,995,26995
,,26,WRIGHT,996,26996
,,26,ST. LOUIS CITY,950,26950
,,26,STATEWIDE,999,26999
,,27,BEAVERHEAD,0,27000
,,27,BIG HORN,10,27010
,,27,BLAINE,20,27020
,,27,BROADWATER,30,27030
,,27,CARBON,40,27040
,,27,CARTER,50,27050
,,27,CASCADE,60,27060
,,27,CHOUTEAU,70,27070
,,27,CUSTER,80,27080
,,27,DANIELS,90,27090
,,27,DAWSON,100,27100
,,27,DEER LODGE,110,27110
,,27,FALLON,120,27120
,,27,FERGUS,130,27130
,,27,FLATHEAD,140,27140
,,27,GALLATIN,150,27150
,,27,GARFIELD,160,27160
,,27,GLACIER,170,27170
,,27,GOLDEN VALLEY,180,27180
,,27,GRANITE,190,27190
,,27,HILL,200,27200
,,27,JEFFERSON,210,27210
,,27,JUDITH BASIN,220,27220
,,27,LAKE,230,27230
,,27,LEWIS AND CLARK,240,27240
,,27,LIBERTY,250,27250
,,27,LINCOLN,260,27260
,,27,MCCONE,270,27270
,,27,MADISON,280,27280
,,27,MEAGHER,290,27290
,,27,MINERAL,300,27300
,,27,MISSOULA,310,27310
,,27,MUSSELSHELL,320,27320
,,27,PARK,330,27330
,,27,PETROLEUM,340,27340
,,27,PHILLIPS,350,27350
,,27,PONDERA,360,27360
,,27,POWDER RIVER,370,27370
,,27,POWELL,380,27380
,,27,PRAIRIE,390,27390
,,27,RAVALLI,400,27400
,,27,RICHLAND,410,27410
,,27,ROOSEVELT,420,27420
,,27,ROSEBUD,430,27430
,,27,SANDERS,440,27440
,,27,SHERIDAN,450,27450
,,27,SILVER BOW,460,27460
,,27,STILLWATER,470,27470
,,27,SWEET GRASS,480,27480
,,27,TETON,490,27490
,,27,TOOLE,500,27500
,,27,TREASURE,510,27510
,,27,VALLEY,520,27520
,,27,WHEATLAND,530,27530
,,27,WIBAUX,540,27540
,,27,YELLOWSTONE,550,27550
,,27,YELLOWSTONE NATL PARK,113,27113
,,27,STATEWIDE,999,27999
,,28,ADAMS,0,28000
,,28,ANTELOPE,10,28010
,,28,ARTHUR,20,28020
,,28,BANNER,30,28030
,,28,BLAINE,40,28040
,,28,BOONE,50,28050
,,28,BOX BUTTE,60,28060
,,28,BOYD,70,28070
,,28,BROWN,80,28080
,,28,BUFFALO,90,28090
,,28,BURT,100,28100
,,28,BUTLER,110,28110
,,28,CASS,120,28120
,,28,CEDAR,130,28130
,,28,CHASE,140,28140
,,28,CHERRY,150,28150
,,28,CHEYENNE,160,28160
,,28,CLAY,170,28170
,,28,COLFAX,180,28180
,,28,CUMING,190,28190
,,28,CUSTER,200,28200
,,28,DAKOTA,210,28210
,,28,DAWES,220,28220
,,28,DAWSON,230,28230
,,28,DEUEL,240,28240
,,28,DIXON,250,28250
,,28,DODGE,260,28260
,,28,DOUGLAS,270,28270
,,28,DUNDY,280,28280
,,28,FILLMORE,290,28290
,,28,FRANKLIN,300,28300
,,28,FRONTIER,310,28310
,,28,FURNAS,320,28320
,,28,GAGE,330,28330
,,28,GARDEN,340,28340
,,28,GARFIELD,350,28350
,,28,GOSPER,360,28360
,,28,GRANT,370,28370
,,28,GREELEY,380,28380
,,28,HALL,390,28390
,,28,HAMILTON,400,28400
,,28,HARLAN,410,28410
,,28,HAYES,420,28420
,,28,HITCHCOCK,430,28430
,,28,HOLT,440,28440
,,28,HOOKER,450,28450
,,28,HOWARD,460,28460
,,28,JEFFERSON,470,28470
,,28,JOHNSON,480,28480
,,28,KEARNEY,490,28490
,,28,KEITH,500,28500
,,28,KEYA PAHA,510,28510
,,28,KIMBALL,520,28520
,,28,KNOX,530,28530
,,28,LANCASTER,540,28540
,,28,LINCOLN,550,28550
,,28,LOGAN,560,28560
,,28,LOUP,570,28570
,,28,MC PHERSON,580,28580
,,28,MADISON,590,28590
,,28,MERRICK,600,28600
,,28,MORRILL,610,28610
,,28,NANCE,620,28620
